zip,yr_id,name,households
92056,2020,"Less than $15,000",1009
92056,2020,"$15,000 to $29,999",1519
92056,2020,"$30,000 to $44,999",1308
92056,2020,"$45,000 to $59,999",1683
92056,2020,"$60,000 to $74,999",1638
92056,2020,"$75,000 to $99,999",2874
92056,2020,"$100,000 to $124,999",2117
92056,2020,"$125,000 to $149,999",1744
92056,2020,"$150,000 to $199,999",2706
92056,2020,"$200,000 or more",2858
92056,2021,"Less than $15,000",858
92056,2021,"$15,000 to $29,999",1447
92056,2021,"$30,000 to $44,999",1285
92056,2021,"$45,000 to $59,999",1479
92056,2021,"$60,000 to $74,999",1813
92056,2021,"$75,000 to $99,999",3167
92056,2021,"$100,000 to $124,999",1985
92056,2021,"$125,000 to $149,999",2044
92056,2021,"$150,000 to $199,999",2508
92056,2021,"$200,000 or more",3028
92056,2022,"Less than $15,000",608
92056,2022,"$15,000 to $29,999",1486
92056,2022,"$30,000 to $44,999",1405
92056,2022,"$45,000 to $59,999",1748
92056,2022,"$60,000 to $74,999",1786
92056,2022,"$75,000 to $99,999",3132
92056,2022,"$100,000 to $124,999",1900
92056,2022,"$125,000 to $149,999",2016
92056,2022,"$150,000 to $199,999",2606
92056,2022,"$200,000 or more",3106
92057,2020,"Less than $15,000",950
92057,2020,"$15,000 to $29,999",1414
92057,2020,"$30,000 to $44,999",1598
92057,2020,"$45,000 to $59,999",1951
92057,2020,"$60,000 to $74,999",1689
92057,2020,"$75,000 to $99,999",2792
92057,2020,"$100,000 to $124,999",1979
92057,2020,"$125,000 to $149,999",1576
92057,2020,"$150,000 to $199,999",2620
92057,2020,"$200,000 or more",2703
92057,2021,"Less than $15,000",1008
92057,2021,"$15,000 to $29,999",1624
92057,2021,"$30,000 to $44,999",1569
92057,2021,"$45,000 to $59,999",1531
92057,2021,"$60,000 to $74,999",1646
92057,2021,"$75,000 to $99,999",2700
92057,2021,"$100,000 to $124,999",1981
92057,2021,"$125,000 to $149,999",1553
92057,2021,"$150,000 to $199,999",2499
92057,2021,"$200,000 or more",3241
92057,2022,"Less than $15,000",754
92057,2022,"$15,000 to $29,999",1677
92057,2022,"$30,000 to $44,999",1714
92057,2022,"$45,000 to $59,999",1787
92057,2022,"$60,000 to $74,999",1602
92057,2022,"$75,000 to $99,999",2676
92057,2022,"$100,000 to $124,999",1887
92057,2022,"$125,000 to $149,999",1511
92057,2022,"$150,000 to $199,999",2593
92057,2022,"$200,000 or more",3338
92058,2020,"Less than $15,000",521
92058,2020,"$15,000 to $29,999",1013
92058,2020,"$30,000 to $44,999",1088
92058,2020,"$45,000 to $59,999",771
92058,2020,"$60,000 to $74,999",759
92058,2020,"$75,000 to $99,999",1280
92058,2020,"$100,000 to $124,999",919
92058,2020,"$125,000 to $149,999",680
92058,2020,"$150,000 to $199,999",703
92058,2020,"$200,000 or more",565
92058,2021,"Less than $15,000",609
92058,2021,"$15,000 to $29,999",1021
92058,2021,"$30,000 to $44,999",867
92058,2021,"$45,000 to $59,999",848
92058,2021,"$60,000 to $74,999",843
92058,2021,"$75,000 to $99,999",1126
92058,2021,"$100,000 to $124,999",841
92058,2021,"$125,000 to $149,999",887
92058,2021,"$150,000 to $199,999",673
92058,2021,"$200,000 or more",598
92058,2022,"Less than $15,000",461
92058,2022,"$15,000 to $29,999",1050
92058,2022,"$30,000 to $44,999",940
92058,2022,"$45,000 to $59,999",989
92058,2022,"$60,000 to $74,999",832
92058,2022,"$75,000 to $99,999",1099
92058,2022,"$100,000 to $124,999",797
92058,2022,"$125,000 to $149,999",854
92058,2022,"$150,000 to $199,999",694
92058,2022,"$200,000 or more",603
92059,2020,"Less than $15,000",27
92059,2020,"$15,000 to $29,999",20
92059,2020,"$30,000 to $44,999",57
92059,2020,"$45,000 to $59,999",8
92059,2020,"$60,000 to $74,999",21
92059,2020,"$75,000 to $99,999",140
92059,2020,"$100,000 to $124,999",39
92059,2020,"$125,000 to $149,999",19
92059,2020,"$150,000 to $199,999",28
92059,2020,"$200,000 or more",110
92059,2021,"Less than $15,000",24
92059,2021,"$15,000 to $29,999",7
92059,2021,"$30,000 to $44,999",55
92059,2021,"$45,000 to $59,999",3
92059,2021,"$60,000 to $74,999",21
92059,2021,"$75,000 to $99,999",161
92059,2021,"$100,000 to $124,999",57
92059,2021,"$125,000 to $149,999",39
92059,2021,"$150,000 to $199,999",30
92059,2021,"$200,000 or more",80
92059,2022,"Less than $15,000",13
92059,2022,"$15,000 to $29,999",9
92059,2022,"$30,000 to $44,999",55
92059,2022,"$45,000 to $59,999",7
92059,2022,"$60,000 to $74,999",23
92059,2022,"$75,000 to $99,999",155
92059,2022,"$100,000 to $124,999",54
92059,2022,"$125,000 to $149,999",38
92059,2022,"$150,000 to $199,999",29
92059,2022,"$200,000 or more",83
92060,2020,"Less than $15,000",26
92060,2020,"$15,000 to $29,999",59
92060,2020,"$30,000 to $44,999",44
92060,2020,"$45,000 to $59,999",10
92060,2020,"$60,000 to $74,999",16
92060,2020,"$75,000 to $99,999",40
92060,2020,"$100,000 to $124,999",22
92060,2020,"$125,000 to $149,999",14
92060,2020,"$150,000 to $199,999",6
92060,2020,"$200,000 or more",41
92060,2021,"Less than $15,000",27
92060,2021,"$15,000 to $29,999",53
92060,2021,"$30,000 to $44,999",43
92060,2021,"$45,000 to $59,999",23
92060,2021,"$60,000 to $74,999",17
92060,2021,"$75,000 to $99,999",42
92060,2021,"$100,000 to $124,999",28
92060,2021,"$125,000 to $149,999",13
92060,2021,"$150,000 to $199,999",5
92060,2021,"$200,000 or more",30
92060,2022,"Less than $15,000",23
92060,2022,"$15,000 to $29,999",52
92060,2022,"$30,000 to $44,999",45
92060,2022,"$45,000 to $59,999",25
92060,2022,"$60,000 to $74,999",18
92060,2022,"$75,000 to $99,999",42
92060,2022,"$100,000 to $124,999",28
92060,2022,"$125,000 to $149,999",13
92060,2022,"$150,000 to $199,999",5
92060,2022,"$200,000 or more",30
92061,2020,"Less than $15,000",46
92061,2020,"$15,000 to $29,999",39
92061,2020,"$30,000 to $44,999",70
92061,2020,"$45,000 to $59,999",13
92061,2020,"$60,000 to $74,999",37
92061,2020,"$75,000 to $99,999",165
92061,2020,"$100,000 to $124,999",82
92061,2020,"$125,000 to $149,999",44
92061,2020,"$150,000 to $199,999",101
92061,2020,"$200,000 or more",189
92061,2021,"Less than $15,000",48
92061,2021,"$15,000 to $29,999",28
92061,2021,"$30,000 to $44,999",69
92061,2021,"$45,000 to $59,999",17
92061,2021,"$60,000 to $74,999",29
92061,2021,"$75,000 to $99,999",170
92061,2021,"$100,000 to $124,999",126
92061,2021,"$125,000 to $149,999",59
92061,2021,"$150,000 to $199,999",98
92061,2021,"$200,000 or more",157
92061,2022,"Less than $15,000",30
92061,2022,"$15,000 to $29,999",26
92061,2022,"$30,000 to $44,999",72
92061,2022,"$45,000 to $59,999",26
92061,2022,"$60,000 to $74,999",29
92061,2022,"$75,000 to $99,999",170
92061,2022,"$100,000 to $124,999",124
92061,2022,"$125,000 to $149,999",59
92061,2022,"$150,000 to $199,999",101
92061,2022,"$200,000 or more",164
92064,2020,"Less than $15,000",471
92064,2020,"$15,000 to $29,999",589
92064,2020,"$30,000 to $44,999",856
92064,2020,"$45,000 to $59,999",979
92064,2020,"$60,000 to $74,999",1102
92064,2020,"$75,000 to $99,999",1532
92064,2020,"$100,000 to $124,999",1434
92064,2020,"$125,000 to $149,999",1602
92064,2020,"$150,000 to $199,999",2417
92064,2020,"$200,000 or more",5158
92064,2021,"Less than $15,000",527
92064,2021,"$15,000 to $29,999",789
92064,2021,"$30,000 to $44,999",963
92064,2021,"$45,000 to $59,999",919
92064,2021,"$60,000 to $74,999",1141
92064,2021,"$75,000 to $99,999",1514
92064,2021,"$100,000 to $124,999",1663
92064,2021,"$125,000 to $149,999",1312
92064,2021,"$150,000 to $199,999",2527
92064,2021,"$200,000 or more",4916
92064,2022,"Less than $15,000",348
92064,2022,"$15,000 to $29,999",758
92064,2022,"$30,000 to $44,999",1044
92064,2022,"$45,000 to $59,999",1162
92064,2022,"$60,000 to $74,999",1088
92064,2022,"$75,000 to $99,999",1483
92064,2022,"$100,000 to $124,999",1566
92064,2022,"$125,000 to $149,999",1289
92064,2022,"$150,000 to $199,999",2578
92064,2022,"$200,000 or more",5009
92065,2020,"Less than $15,000",238
92065,2020,"$15,000 to $29,999",790
92065,2020,"$30,000 to $44,999",590
92065,2020,"$45,000 to $59,999",1042
92065,2020,"$60,000 to $74,999",929
92065,2020,"$75,000 to $99,999",1348
92065,2020,"$100,000 to $124,999",1432
92065,2020,"$125,000 to $149,999",1276
92065,2020,"$150,000 to $199,999",1912
92065,2020,"$200,000 or more",2438
92065,2021,"Less than $15,000",304
92065,2021,"$15,000 to $29,999",1092
92065,2021,"$30,000 to $44,999",696
92065,2021,"$45,000 to $59,999",903
92065,2021,"$60,000 to $74,999",799
92065,2021,"$75,000 to $99,999",1428
92065,2021,"$100,000 to $124,999",1507
92065,2021,"$125,000 to $149,999",1271
92065,2021,"$150,000 to $199,999",1868
92065,2021,"$200,000 or more",2374
92065,2022,"Less than $15,000",176
92065,2022,"$15,000 to $29,999",1065
92065,2022,"$30,000 to $44,999",735
92065,2022,"$45,000 to $59,999",1077
92065,2022,"$60,000 to $74,999",777
92065,2022,"$75,000 to $99,999",1422
92065,2022,"$100,000 to $124,999",1431
92065,2022,"$125,000 to $149,999",1258
92065,2022,"$150,000 to $199,999",1911
92065,2022,"$200,000 or more",2428
92066,2020,"Less than $15,000",11
92066,2020,"$15,000 to $29,999",36
92066,2020,"$30,000 to $44,999",20
92066,2020,"$45,000 to $59,999",2
92066,2020,"$60,000 to $74,999",7
92066,2020,"$75,000 to $99,999",17
92066,2020,"$100,000 to $124,999",9
92066,2020,"$125,000 to $149,999",6
92066,2020,"$150,000 to $199,999",0
92066,2020,"$200,000 or more",14
92066,2021,"Less than $15,000",11
92066,2021,"$15,000 to $29,999",31
92066,2021,"$30,000 to $44,999",24
92066,2021,"$45,000 to $59,999",11
92066,2021,"$60,000 to $74,999",6
92066,2021,"$75,000 to $99,999",13
92066,2021,"$100,000 to $124,999",10
92066,2021,"$125,000 to $149,999",5
92066,2021,"$150,000 to $199,999",1
92066,2021,"$200,000 or more",9
92066,2022,"Less than $15,000",11
92066,2022,"$15,000 to $29,999",31
92066,2022,"$30,000 to $44,999",24
92066,2022,"$45,000 to $59,999",11
92066,2022,"$60,000 to $74,999",6
92066,2022,"$75,000 to $99,999",13
92066,2022,"$100,000 to $124,999",10
92066,2022,"$125,000 to $149,999",5
92066,2022,"$150,000 to $199,999",1
92066,2022,"$200,000 or more",9
92067,2020,"Less than $15,000",101
92067,2020,"$15,000 to $29,999",52
92067,2020,"$30,000 to $44,999",34
92067,2020,"$45,000 to $59,999",26
92067,2020,"$60,000 to $74,999",100
92067,2020,"$75,000 to $99,999",49
92067,2020,"$100,000 to $124,999",211
92067,2020,"$125,000 to $149,999",169
92067,2020,"$150,000 to $199,999",406
92067,2020,"$200,000 or more",2036
92067,2021,"Less than $15,000",124
92067,2021,"$15,000 to $29,999",51
92067,2021,"$30,000 to $44,999",35
92067,2021,"$45,000 to $59,999",10
92067,2021,"$60,000 to $74,999",169
92067,2021,"$75,000 to $99,999",94
92067,2021,"$100,000 to $124,999",164
92067,2021,"$125,000 to $149,999",202
92067,2021,"$150,000 to $199,999",416
92067,2021,"$200,000 or more",1973
92067,2022,"Less than $15,000",27
92067,2022,"$15,000 to $29,999",94
92067,2022,"$30,000 to $44,999",48
92067,2022,"$45,000 to $59,999",30
92067,2022,"$60,000 to $74,999",158
92067,2022,"$75,000 to $99,999",96
92067,2022,"$100,000 to $124,999",157
92067,2022,"$125,000 to $149,999",201
92067,2022,"$150,000 to $199,999",419
92067,2022,"$200,000 or more",2016
92069,2020,"Less than $15,000",997
92069,2020,"$15,000 to $29,999",1345
92069,2020,"$30,000 to $44,999",1432
92069,2020,"$45,000 to $59,999",960
92069,2020,"$60,000 to $74,999",1639
92069,2020,"$75,000 to $99,999",1644
92069,2020,"$100,000 to $124,999",1905
92069,2020,"$125,000 to $149,999",1398
92069,2020,"$150,000 to $199,999",1855
92069,2020,"$200,000 or more",2151
92069,2021,"Less than $15,000",1372
92069,2021,"$15,000 to $29,999",1274
92069,2021,"$30,000 to $44,999",1757
92069,2021,"$45,000 to $59,999",793
92069,2021,"$60,000 to $74,999",1444
92069,2021,"$75,000 to $99,999",1810
92069,2021,"$100,000 to $124,999",1690
92069,2021,"$125,000 to $149,999",1175
92069,2021,"$150,000 to $199,999",1882
92069,2021,"$200,000 or more",2358
92069,2022,"Less than $15,000",1018
92069,2022,"$15,000 to $29,999",1298
92069,2022,"$30,000 to $44,999",1910
92069,2022,"$45,000 to $59,999",956
92069,2022,"$60,000 to $74,999",1423
92069,2022,"$75,000 to $99,999",1786
92069,2022,"$100,000 to $124,999",1620
92069,2022,"$125,000 to $149,999",1153
92069,2022,"$150,000 to $199,999",1940
92069,2022,"$200,000 or more",2444
92070,2020,"Less than $15,000",25
92070,2020,"$15,000 to $29,999",78
92070,2020,"$30,000 to $44,999",44
92070,2020,"$45,000 to $59,999",17
92070,2020,"$60,000 to $74,999",50
92070,2020,"$75,000 to $99,999",44
92070,2020,"$100,000 to $124,999",20
92070,2020,"$125,000 to $149,999",11
92070,2020,"$150,000 to $199,999",6
92070,2020,"$200,000 or more",28
92070,2021,"Less than $15,000",28
92070,2021,"$15,000 to $29,999",72
92070,2021,"$30,000 to $44,999",45
92070,2021,"$45,000 to $59,999",28
92070,2021,"$60,000 to $74,999",38
92070,2021,"$75,000 to $99,999",46
92070,2021,"$100,000 to $124,999",31
92070,2021,"$125,000 to $149,999",14
92070,2021,"$150,000 to $199,999",4
92070,2021,"$200,000 or more",22
92070,2022,"Less than $15,000",26
92070,2022,"$15,000 to $29,999",72
92070,2022,"$30,000 to $44,999",46
92070,2022,"$45,000 to $59,999",30
92070,2022,"$60,000 to $74,999",38
92070,2022,"$75,000 to $99,999",45
92070,2022,"$100,000 to $124,999",31
92070,2022,"$125,000 to $149,999",14
92070,2022,"$150,000 to $199,999",4
92070,2022,"$200,000 or more",22
92071,2020,"Less than $15,000",1100
92071,2020,"$15,000 to $29,999",1332
92071,2020,"$30,000 to $44,999",1638
92071,2020,"$45,000 to $59,999",1540
92071,2020,"$60,000 to $74,999",1741
92071,2020,"$75,000 to $99,999",2489
92071,2020,"$100,000 to $124,999",2773
92071,2020,"$125,000 to $149,999",2129
92071,2020,"$150,000 to $199,999",2839
92071,2020,"$200,000 or more",2197
92071,2021,"Less than $15,000",1265
92071,2021,"$15,000 to $29,999",1492
92071,2021,"$30,000 to $44,999",1505
92071,2021,"$45,000 to $59,999",1359
92071,2021,"$60,000 to $74,999",1706
92071,2021,"$75,000 to $99,999",2415
92071,2021,"$100,000 to $124,999",2976
92071,2021,"$125,000 to $149,999",1884
92071,2021,"$150,000 to $199,999",3180
92071,2021,"$200,000 or more",2286
92071,2022,"Less than $15,000",969
92071,2022,"$15,000 to $29,999",1572
92071,2022,"$30,000 to $44,999",1647
92071,2022,"$45,000 to $59,999",1631
92071,2022,"$60,000 to $74,999",1705
92071,2022,"$75,000 to $99,999",2422
92071,2022,"$100,000 to $124,999",2870
92071,2022,"$125,000 to $149,999",1842
92071,2022,"$150,000 to $199,999",3355
92071,2022,"$200,000 or more",2384
92075,2020,"Less than $15,000",169
92075,2020,"$15,000 to $29,999",255
92075,2020,"$30,000 to $44,999",198
92075,2020,"$45,000 to $59,999",456
92075,2020,"$60,000 to $74,999",255
92075,2020,"$75,000 to $99,999",576
92075,2020,"$100,000 to $124,999",635
92075,2020,"$125,000 to $149,999",366
92075,2020,"$150,000 to $199,999",348
92075,2020,"$200,000 or more",2272
92075,2021,"Less than $15,000",221
92075,2021,"$15,000 to $29,999",287
92075,2021,"$30,000 to $44,999",135
92075,2021,"$45,000 to $59,999",506
92075,2021,"$60,000 to $74,999",142
92075,2021,"$75,000 to $99,999",549
92075,2021,"$100,000 to $124,999",664
92075,2021,"$125,000 to $149,999",293
92075,2021,"$150,000 to $199,999",513
92075,2021,"$200,000 or more",1891
92075,2022,"Less than $15,000",126
92075,2022,"$15,000 to $29,999",285
92075,2022,"$30,000 to $44,999",156
92075,2022,"$45,000 to $59,999",597
92075,2022,"$60,000 to $74,999",154
92075,2022,"$75,000 to $99,999",538
92075,2022,"$100,000 to $124,999",617
92075,2022,"$125,000 to $149,999",290
92075,2022,"$150,000 to $199,999",520
92075,2022,"$200,000 or more",1925
92078,2020,"Less than $15,000",995
92078,2020,"$15,000 to $29,999",1128
92078,2020,"$30,000 to $44,999",1169
92078,2020,"$45,000 to $59,999",891
92078,2020,"$60,000 to $74,999",1213
92078,2020,"$75,000 to $99,999",1847
92078,2020,"$100,000 to $124,999",1720
92078,2020,"$125,000 to $149,999",1524
92078,2020,"$150,000 to $199,999",2549
92078,2020,"$200,000 or more",3923
92078,2021,"Less than $15,000",1082
92078,2021,"$15,000 to $29,999",1244
92078,2021,"$30,000 to $44,999",1332
92078,2021,"$45,000 to $59,999",949
92078,2021,"$60,000 to $74,999",1049
92078,2021,"$75,000 to $99,999",1902
92078,2021,"$100,000 to $124,999",1648
92078,2021,"$125,000 to $149,999",1205
92078,2021,"$150,000 to $199,999",2866
92078,2021,"$200,000 or more",3954
92078,2022,"Less than $15,000",804
92078,2022,"$15,000 to $29,999",1296
92078,2022,"$30,000 to $44,999",1461
92078,2022,"$45,000 to $59,999",1118
92078,2022,"$60,000 to $74,999",1020
92078,2022,"$75,000 to $99,999",1884
92078,2022,"$100,000 to $124,999",1565
92078,2022,"$125,000 to $149,999",1150
92078,2022,"$150,000 to $199,999",2970
92078,2022,"$200,000 or more",4118
92081,2020,"Less than $15,000",528
92081,2020,"$15,000 to $29,999",1059
92081,2020,"$30,000 to $44,999",812
92081,2020,"$45,000 to $59,999",888
92081,2020,"$60,000 to $74,999",1025
92081,2020,"$75,000 to $99,999",1622
92081,2020,"$100,000 to $124,999",1306
92081,2020,"$125,000 to $149,999",847
92081,2020,"$150,000 to $199,999",1520
92081,2020,"$200,000 or more",1460
92081,2021,"Less than $15,000",562
92081,2021,"$15,000 to $29,999",1119
92081,2021,"$30,000 to $44,999",1030
92081,2021,"$45,000 to $59,999",842
92081,2021,"$60,000 to $74,999",779
92081,2021,"$75,000 to $99,999",1584
92081,2021,"$100,000 to $124,999",1364
92081,2021,"$125,000 to $149,999",928
92081,2021,"$150,000 to $199,999",1428
92081,2021,"$200,000 or more",1472
92081,2022,"Less than $15,000",426
92081,2022,"$15,000 to $29,999",1160
92081,2022,"$30,000 to $44,999",1106
92081,2022,"$45,000 to $59,999",990
92081,2022,"$60,000 to $74,999",768
92081,2022,"$75,000 to $99,999",1560
92081,2022,"$100,000 to $124,999",1325
92081,2022,"$125,000 to $149,999",918
92081,2022,"$150,000 to $199,999",1494
92081,2022,"$200,000 or more",1546
92082,2020,"Less than $15,000",261
92082,2020,"$15,000 to $29,999",435
92082,2020,"$30,000 to $44,999",232
92082,2020,"$45,000 to $59,999",298
92082,2020,"$60,000 to $74,999",378
92082,2020,"$75,000 to $99,999",872
92082,2020,"$100,000 to $124,999",620
92082,2020,"$125,000 to $149,999",537
92082,2020,"$150,000 to $199,999",932
92082,2020,"$200,000 or more",1318
92082,2021,"Less than $15,000",295
92082,2021,"$15,000 to $29,999",406
92082,2021,"$30,000 to $44,999",338
92082,2021,"$45,000 to $59,999",233
92082,2021,"$60,000 to $74,999",208
92082,2021,"$75,000 to $99,999",945
92082,2021,"$100,000 to $124,999",936
92082,2021,"$125,000 to $149,999",415
92082,2021,"$150,000 to $199,999",1008
92082,2021,"$200,000 or more",1193
92082,2022,"Less than $15,000",186
92082,2022,"$15,000 to $29,999",383
92082,2022,"$30,000 to $44,999",377
92082,2022,"$45,000 to $59,999",342
92082,2022,"$60,000 to $74,999",208
92082,2022,"$75,000 to $99,999",962
92082,2022,"$100,000 to $124,999",937
92082,2022,"$125,000 to $149,999",444
92082,2022,"$150,000 to $199,999",1121
92082,2022,"$200,000 or more",1280
92083,2020,"Less than $15,000",586
92083,2020,"$15,000 to $29,999",898
92083,2020,"$30,000 to $44,999",843
92083,2020,"$45,000 to $59,999",1301
92083,2020,"$60,000 to $74,999",1297
92083,2020,"$75,000 to $99,999",2195
92083,2020,"$100,000 to $124,999",1245
92083,2020,"$125,000 to $149,999",916
92083,2020,"$150,000 to $199,999",974
92083,2020,"$200,000 or more",1156
92083,2021,"Less than $15,000",568
92083,2021,"$15,000 to $29,999",837
92083,2021,"$30,000 to $44,999",991
92083,2021,"$45,000 to $59,999",1125
92083,2021,"$60,000 to $74,999",1408
92083,2021,"$75,000 to $99,999",1823
92083,2021,"$100,000 to $124,999",1506
92083,2021,"$125,000 to $149,999",921
92083,2021,"$150,000 to $199,999",891
92083,2021,"$200,000 or more",1407
92083,2022,"Less than $15,000",412
92083,2022,"$15,000 to $29,999",848
92083,2022,"$30,000 to $44,999",1099
92083,2022,"$45,000 to $59,999",1333
92083,2022,"$60,000 to $74,999",1372
92083,2022,"$75,000 to $99,999",1817
92083,2022,"$100,000 to $124,999",1455
92083,2022,"$125,000 to $149,999",901
92083,2022,"$150,000 to $199,999",936
92083,2022,"$200,000 or more",1454
92084,2020,"Less than $15,000",592
92084,2020,"$15,000 to $29,999",1154
92084,2020,"$30,000 to $44,999",1434
92084,2020,"$45,000 to $59,999",1535
92084,2020,"$60,000 to $74,999",1670
92084,2020,"$75,000 to $99,999",1872
92084,2020,"$100,000 to $124,999",1750
92084,2020,"$125,000 to $149,999",1140
92084,2020,"$150,000 to $199,999",1963
92084,2020,"$200,000 or more",1975
92084,2021,"Less than $15,000",796
92084,2021,"$15,000 to $29,999",1049
92084,2021,"$30,000 to $44,999",1433
92084,2021,"$45,000 to $59,999",1552
92084,2021,"$60,000 to $74,999",1631
92084,2021,"$75,000 to $99,999",1815
92084,2021,"$100,000 to $124,999",1837
92084,2021,"$125,000 to $149,999",1160
92084,2021,"$150,000 to $199,999",2015
92084,2021,"$200,000 or more",2177
92084,2022,"Less than $15,000",528
92084,2022,"$15,000 to $29,999",1089
92084,2022,"$30,000 to $44,999",1581
92084,2022,"$45,000 to $59,999",1891
92084,2022,"$60,000 to $74,999",1633
92084,2022,"$75,000 to $99,999",1850
92084,2022,"$100,000 to $124,999",1834
92084,2022,"$125,000 to $149,999",1170
92084,2022,"$150,000 to $199,999",2114
92084,2022,"$200,000 or more",2302
92086,2020,"Less than $15,000",43
92086,2020,"$15,000 to $29,999",90
92086,2020,"$30,000 to $44,999",60
92086,2020,"$45,000 to $59,999",21
92086,2020,"$60,000 to $74,999",28
92086,2020,"$75,000 to $99,999",53
92086,2020,"$100,000 to $124,999",35
92086,2020,"$125,000 to $149,999",27
92086,2020,"$150,000 to $199,999",9
92086,2020,"$200,000 or more",52
92086,2021,"Less than $15,000",46
92086,2021,"$15,000 to $29,999",81
92086,2021,"$30,000 to $44,999",61
92086,2021,"$45,000 to $59,999",39
92086,2021,"$60,000 to $74,999",31
92086,2021,"$75,000 to $99,999",49
92086,2021,"$100,000 to $124,999",42
92086,2021,"$125,000 to $149,999",24
92086,2021,"$150,000 to $199,999",9
92086,2021,"$200,000 or more",44
92086,2022,"Less than $15,000",36
92086,2022,"$15,000 to $29,999",81
92086,2022,"$30,000 to $44,999",65
92086,2022,"$45,000 to $59,999",44
92086,2022,"$60,000 to $74,999",31
92086,2022,"$75,000 to $99,999",49
92086,2022,"$100,000 to $124,999",41
92086,2022,"$125,000 to $149,999",24
92086,2022,"$150,000 to $199,999",10
92086,2022,"$200,000 or more",45
92091,2020,"Less than $15,000",23
92091,2020,"$15,000 to $29,999",28
92091,2020,"$30,000 to $44,999",16
92091,2020,"$45,000 to $59,999",14
92091,2020,"$60,000 to $74,999",11
92091,2020,"$75,000 to $99,999",22
92091,2020,"$100,000 to $124,999",40
92091,2020,"$125,000 to $149,999",72
92091,2020,"$150,000 to $199,999",62
92091,2020,"$200,000 or more",419
92091,2021,"Less than $15,000",24
92091,2021,"$15,000 to $29,999",46
92091,2021,"$30,000 to $44,999",7
92091,2021,"$45,000 to $59,999",16
92091,2021,"$60,000 to $74,999",30
92091,2021,"$75,000 to $99,999",23
92091,2021,"$100,000 to $124,999",37
92091,2021,"$125,000 to $149,999",72
92091,2021,"$150,000 to $199,999",68
92091,2021,"$200,000 or more",408
92091,2022,"Less than $15,000",18
92091,2022,"$15,000 to $29,999",46
92091,2022,"$30,000 to $44,999",10
92091,2022,"$45,000 to $59,999",18
92091,2022,"$60,000 to $74,999",29
92091,2022,"$75,000 to $99,999",23
92091,2022,"$100,000 to $124,999",33
92091,2022,"$125,000 to $149,999",68
92091,2022,"$150,000 to $199,999",68
92091,2022,"$200,000 or more",420
92093,2020,"Less than $15,000",6
92093,2020,"$15,000 to $29,999",2
92093,2020,"$30,000 to $44,999",3
92093,2020,"$45,000 to $59,999",1
92093,2020,"$60,000 to $74,999",8
92093,2020,"$75,000 to $99,999",5
92093,2020,"$100,000 to $124,999",6
92093,2020,"$125,000 to $149,999",8
92093,2020,"$150,000 to $199,999",8
92093,2020,"$200,000 or more",42
92093,2021,"Less than $15,000",7
92093,2021,"$15,000 to $29,999",2
92093,2021,"$30,000 to $44,999",4
92093,2021,"$45,000 to $59,999",3
92093,2021,"$60,000 to $74,999",5
92093,2021,"$75,000 to $99,999",12
92093,2021,"$100,000 to $124,999",6
92093,2021,"$125,000 to $149,999",9
92093,2021,"$150,000 to $199,999",8
92093,2021,"$200,000 or more",32
92093,2022,"Less than $15,000",5
92093,2022,"$15,000 to $29,999",1
92093,2022,"$30,000 to $44,999",4
92093,2022,"$45,000 to $59,999",4
92093,2022,"$60,000 to $74,999",5
92093,2022,"$75,000 to $99,999",12
92093,2022,"$100,000 to $124,999",5
92093,2022,"$125,000 to $149,999",9
92093,2022,"$150,000 to $199,999",9
92093,2022,"$200,000 or more",34
92096,2020,"Less than $15,000",0
92096,2020,"$15,000 to $29,999",0
92096,2020,"$30,000 to $44,999",0
92096,2020,"$45,000 to $59,999",0
92096,2020,"$60,000 to $74,999",0
92096,2020,"$75,000 to $99,999",0
92096,2020,"$100,000 to $124,999",0
92096,2020,"$125,000 to $149,999",0
92096,2020,"$150,000 to $199,999",0
92096,2020,"$200,000 or more",0
92096,2021,"Less than $15,000",0
92096,2021,"$15,000 to $29,999",0
92096,2021,"$30,000 to $44,999",0
92096,2021,"$45,000 to $59,999",0
92096,2021,"$60,000 to $74,999",0
92096,2021,"$75,000 to $99,999",0
92096,2021,"$100,000 to $124,999",0
92096,2021,"$125,000 to $149,999",0
92096,2021,"$150,000 to $199,999",0
92096,2021,"$200,000 or more",0
92096,2022,"Less than $15,000",0
92096,2022,"$15,000 to $29,999",0
92096,2022,"$30,000 to $44,999",0
92096,2022,"$45,000 to $59,999",0
92096,2022,"$60,000 to $74,999",0
92096,2022,"$75,000 to $99,999",0
92096,2022,"$100,000 to $124,999",0
92096,2022,"$125,000 to $149,999",0
92096,2022,"$150,000 to $199,999",0
92096,2022,"$200,000 or more",0
92101,2020,"Less than $15,000",3912
92101,2020,"$15,000 to $29,999",2772
92101,2020,"$30,000 to $44,999",1819
92101,2020,"$45,000 to $59,999",2206
92101,2020,"$60,000 to $74,999",1954
92101,2020,"$75,000 to $99,999",3126
92101,2020,"$100,000 to $124,999",2598
92101,2020,"$125,000 to $149,999",1939
92101,2020,"$150,000 to $199,999",2803
92101,2020,"$200,000 or more",5961
92101,2021,"Less than $15,000",4235
92101,2021,"$15,000 to $29,999",2088
92101,2021,"$30,000 to $44,999",2237
92101,2021,"$45,000 to $59,999",1939
92101,2021,"$60,000 to $74,999",2335
92101,2021,"$75,000 to $99,999",3243
