zip,yr_id,name,households
91978,2021,"$125,000 to $149,999",299
91978,2021,"$150,000 to $199,999",377
91978,2021,"$200,000 or more",411
91978,2022,"Less than $15,000",67
91978,2022,"$15,000 to $29,999",283
91978,2022,"$30,000 to $44,999",306
91978,2022,"$45,000 to $59,999",199
91978,2022,"$60,000 to $74,999",357
91978,2022,"$75,000 to $99,999",335
91978,2022,"$100,000 to $124,999",350
91978,2022,"$125,000 to $149,999",298
91978,2022,"$150,000 to $199,999",406
91978,2022,"$200,000 or more",439
91980,2020,"Less than $15,000",0
91980,2020,"$15,000 to $29,999",1
91980,2020,"$30,000 to $44,999",16
91980,2020,"$45,000 to $59,999",2
91980,2020,"$60,000 to $74,999",2
91980,2020,"$75,000 to $99,999",0
91980,2020,"$100,000 to $124,999",2
91980,2020,"$125,000 to $149,999",2
91980,2020,"$150,000 to $199,999",15
91980,2020,"$200,000 or more",0
91980,2021,"Less than $15,000",2
91980,2021,"$15,000 to $29,999",1
91980,2021,"$30,000 to $44,999",18
91980,2021,"$45,000 to $59,999",2
91980,2021,"$60,000 to $74,999",0
91980,2021,"$75,000 to $99,999",0
91980,2021,"$100,000 to $124,999",2
91980,2021,"$125,000 to $149,999",2
91980,2021,"$150,000 to $199,999",13
91980,2021,"$200,000 or more",0
91980,2022,"Less than $15,000",2
91980,2022,"$15,000 to $29,999",1
91980,2022,"$30,000 to $44,999",18
91980,2022,"$45,000 to $59,999",2
91980,2022,"$60,000 to $74,999",0
91980,2022,"$75,000 to $99,999",0
91980,2022,"$100,000 to $124,999",2
91980,2022,"$125,000 to $149,999",2
91980,2022,"$150,000 to $199,999",13
91980,2022,"$200,000 or more",0
92003,2020,"Less than $15,000",129
92003,2020,"$15,000 to $29,999",78
92003,2020,"$30,000 to $44,999",91
92003,2020,"$45,000 to $59,999",123
92003,2020,"$60,000 to $74,999",124
92003,2020,"$75,000 to $99,999",268
92003,2020,"$100,000 to $124,999",195
92003,2020,"$125,000 to $149,999",157
92003,2020,"$150,000 to $199,999",212
92003,2020,"$200,000 or more",338
92003,2021,"Less than $15,000",229
92003,2021,"$15,000 to $29,999",79
92003,2021,"$30,000 to $44,999",156
92003,2021,"$45,000 to $59,999",115
92003,2021,"$60,000 to $74,999",152
92003,2021,"$75,000 to $99,999",206
92003,2021,"$100,000 to $124,999",228
92003,2021,"$125,000 to $149,999",115
92003,2021,"$150,000 to $199,999",177
92003,2021,"$200,000 or more",317
92003,2022,"Less than $15,000",184
92003,2022,"$15,000 to $29,999",74
92003,2022,"$30,000 to $44,999",175
92003,2022,"$45,000 to $59,999",149
92003,2022,"$60,000 to $74,999",154
92003,2022,"$75,000 to $99,999",212
92003,2022,"$100,000 to $124,999",228
92003,2022,"$125,000 to $149,999",115
92003,2022,"$150,000 to $199,999",191
92003,2022,"$200,000 or more",326
92004,2020,"Less than $15,000",156
92004,2020,"$15,000 to $29,999",76
92004,2020,"$30,000 to $44,999",102
92004,2020,"$45,000 to $59,999",226
92004,2020,"$60,000 to $74,999",98
92004,2020,"$75,000 to $99,999",57
92004,2020,"$100,000 to $124,999",108
92004,2020,"$125,000 to $149,999",36
92004,2020,"$150,000 to $199,999",238
92004,2020,"$200,000 or more",87
92004,2021,"Less than $15,000",59
92004,2021,"$15,000 to $29,999",66
92004,2021,"$30,000 to $44,999",153
92004,2021,"$45,000 to $59,999",203
92004,2021,"$60,000 to $74,999",121
92004,2021,"$75,000 to $99,999",61
92004,2021,"$100,000 to $124,999",171
92004,2021,"$125,000 to $149,999",78
92004,2021,"$150,000 to $199,999",220
92004,2021,"$200,000 or more",64
92004,2022,"Less than $15,000",51
92004,2022,"$15,000 to $29,999",66
92004,2022,"$30,000 to $44,999",160
92004,2022,"$45,000 to $59,999",210
92004,2022,"$60,000 to $74,999",120
92004,2022,"$75,000 to $99,999",61
92004,2022,"$100,000 to $124,999",163
92004,2022,"$125,000 to $149,999",78
92004,2022,"$150,000 to $199,999",223
92004,2022,"$200,000 or more",64
92007,2020,"Less than $15,000",214
92007,2020,"$15,000 to $29,999",244
92007,2020,"$30,000 to $44,999",210
92007,2020,"$45,000 to $59,999",289
92007,2020,"$60,000 to $74,999",198
92007,2020,"$75,000 to $99,999",479
92007,2020,"$100,000 to $124,999",465
92007,2020,"$125,000 to $149,999",292
92007,2020,"$150,000 to $199,999",628
92007,2020,"$200,000 or more",1580
92007,2021,"Less than $15,000",175
92007,2021,"$15,000 to $29,999",97
92007,2021,"$30,000 to $44,999",369
92007,2021,"$45,000 to $59,999",178
92007,2021,"$60,000 to $74,999",252
92007,2021,"$75,000 to $99,999",450
92007,2021,"$100,000 to $124,999",535
92007,2021,"$125,000 to $149,999",287
92007,2021,"$150,000 to $199,999",605
92007,2021,"$200,000 or more",1608
92007,2022,"Less than $15,000",78
92007,2022,"$15,000 to $29,999",97
92007,2022,"$30,000 to $44,999",409
92007,2022,"$45,000 to $59,999",247
92007,2022,"$60,000 to $74,999",252
92007,2022,"$75,000 to $99,999",443
92007,2022,"$100,000 to $124,999",502
92007,2022,"$125,000 to $149,999",289
92007,2022,"$150,000 to $199,999",617
92007,2022,"$200,000 or more",1657
92008,2020,"Less than $15,000",627
92008,2020,"$15,000 to $29,999",861
92008,2020,"$30,000 to $44,999",834
92008,2020,"$45,000 to $59,999",525
92008,2020,"$60,000 to $74,999",981
92008,2020,"$75,000 to $99,999",1419
92008,2020,"$100,000 to $124,999",963
92008,2020,"$125,000 to $149,999",790
92008,2020,"$150,000 to $199,999",1484
92008,2020,"$200,000 or more",2813
92008,2021,"Less than $15,000",730
92008,2021,"$15,000 to $29,999",969
92008,2021,"$30,000 to $44,999",987
92008,2021,"$45,000 to $59,999",492
92008,2021,"$60,000 to $74,999",916
92008,2021,"$75,000 to $99,999",1555
92008,2021,"$100,000 to $124,999",910
92008,2021,"$125,000 to $149,999",786
92008,2021,"$150,000 to $199,999",1724
92008,2021,"$200,000 or more",2366
92008,2022,"Less than $15,000",536
92008,2022,"$15,000 to $29,999",1006
92008,2022,"$30,000 to $44,999",1080
92008,2022,"$45,000 to $59,999",604
92008,2022,"$60,000 to $74,999",906
92008,2022,"$75,000 to $99,999",1560
92008,2022,"$100,000 to $124,999",887
92008,2022,"$125,000 to $149,999",785
92008,2022,"$150,000 to $199,999",1792
92008,2022,"$200,000 or more",2448
92009,2020,"Less than $15,000",445
92009,2020,"$15,000 to $29,999",328
92009,2020,"$30,000 to $44,999",688
92009,2020,"$45,000 to $59,999",636
92009,2020,"$60,000 to $74,999",593
92009,2020,"$75,000 to $99,999",1385
92009,2020,"$100,000 to $124,999",1362
92009,2020,"$125,000 to $149,999",1200
92009,2020,"$150,000 to $199,999",2357
92009,2020,"$200,000 or more",6995
92009,2021,"Less than $15,000",520
92009,2021,"$15,000 to $29,999",561
92009,2021,"$30,000 to $44,999",575
92009,2021,"$45,000 to $59,999",611
92009,2021,"$60,000 to $74,999",677
92009,2021,"$75,000 to $99,999",1371
92009,2021,"$100,000 to $124,999",1285
92009,2021,"$125,000 to $149,999",1352
92009,2021,"$150,000 to $199,999",2522
92009,2021,"$200,000 or more",6727
92009,2022,"Less than $15,000",384
92009,2022,"$15,000 to $29,999",541
92009,2022,"$30,000 to $44,999",625
92009,2022,"$45,000 to $59,999",749
92009,2022,"$60,000 to $74,999",658
92009,2022,"$75,000 to $99,999",1339
92009,2022,"$100,000 to $124,999",1201
92009,2022,"$125,000 to $149,999",1303
92009,2022,"$150,000 to $199,999",2571
92009,2022,"$200,000 or more",6846
92010,2020,"Less than $15,000",425
92010,2020,"$15,000 to $29,999",494
92010,2020,"$30,000 to $44,999",315
92010,2020,"$45,000 to $59,999",347
92010,2020,"$60,000 to $74,999",400
92010,2020,"$75,000 to $99,999",539
92010,2020,"$100,000 to $124,999",788
92010,2020,"$125,000 to $149,999",763
92010,2020,"$150,000 to $199,999",917
92010,2020,"$200,000 or more",1761
92010,2021,"Less than $15,000",466
92010,2021,"$15,000 to $29,999",584
92010,2021,"$30,000 to $44,999",355
92010,2021,"$45,000 to $59,999",318
92010,2021,"$60,000 to $74,999",493
92010,2021,"$75,000 to $99,999",441
92010,2021,"$100,000 to $124,999",890
92010,2021,"$125,000 to $149,999",773
92010,2021,"$150,000 to $199,999",1000
92010,2021,"$200,000 or more",1588
92010,2022,"Less than $15,000",358
92010,2022,"$15,000 to $29,999",615
92010,2022,"$30,000 to $44,999",397
92010,2022,"$45,000 to $59,999",395
92010,2022,"$60,000 to $74,999",501
92010,2022,"$75,000 to $99,999",439
92010,2022,"$100,000 to $124,999",859
92010,2022,"$125,000 to $149,999",773
92010,2022,"$150,000 to $199,999",1066
92010,2022,"$200,000 or more",1682
92011,2020,"Less than $15,000",356
92011,2020,"$15,000 to $29,999",420
92011,2020,"$30,000 to $44,999",577
92011,2020,"$45,000 to $59,999",361
92011,2020,"$60,000 to $74,999",524
92011,2020,"$75,000 to $99,999",611
92011,2020,"$100,000 to $124,999",863
92011,2020,"$125,000 to $149,999",766
92011,2020,"$150,000 to $199,999",1241
92011,2020,"$200,000 or more",3505
92011,2021,"Less than $15,000",530
92011,2021,"$15,000 to $29,999",432
92011,2021,"$30,000 to $44,999",738
92011,2021,"$45,000 to $59,999",352
92011,2021,"$60,000 to $74,999",425
92011,2021,"$75,000 to $99,999",679
92011,2021,"$100,000 to $124,999",923
92011,2021,"$125,000 to $149,999",794
92011,2021,"$150,000 to $199,999",1105
92011,2021,"$200,000 or more",3329
92011,2022,"Less than $15,000",383
92011,2022,"$15,000 to $29,999",447
92011,2022,"$30,000 to $44,999",815
92011,2022,"$45,000 to $59,999",436
92011,2022,"$60,000 to $74,999",409
92011,2022,"$75,000 to $99,999",667
92011,2022,"$100,000 to $124,999",870
92011,2022,"$125,000 to $149,999",776
92011,2022,"$150,000 to $199,999",1149
92011,2022,"$200,000 or more",3446
92014,2020,"Less than $15,000",169
92014,2020,"$15,000 to $29,999",156
92014,2020,"$30,000 to $44,999",158
92014,2020,"$45,000 to $59,999",129
92014,2020,"$60,000 to $74,999",186
92014,2020,"$75,000 to $99,999",417
92014,2020,"$100,000 to $124,999",499
92014,2020,"$125,000 to $149,999",403
92014,2020,"$150,000 to $199,999",579
92014,2020,"$200,000 or more",3212
92014,2021,"Less than $15,000",190
92014,2021,"$15,000 to $29,999",144
92014,2021,"$30,000 to $44,999",130
92014,2021,"$45,000 to $59,999",63
92014,2021,"$60,000 to $74,999",57
92014,2021,"$75,000 to $99,999",381
92014,2021,"$100,000 to $124,999",627
92014,2021,"$125,000 to $149,999",390
92014,2021,"$150,000 to $199,999",692
92014,2021,"$200,000 or more",3064
92014,2022,"Less than $15,000",112
92014,2022,"$15,000 to $29,999",142
92014,2022,"$30,000 to $44,999",144
92014,2022,"$45,000 to $59,999",124
92014,2022,"$60,000 to $74,999",47
92014,2022,"$75,000 to $99,999",374
92014,2022,"$100,000 to $124,999",597
92014,2022,"$125,000 to $149,999",381
92014,2022,"$150,000 to $199,999",704
92014,2022,"$200,000 or more",3137
92019,2020,"Less than $15,000",996
92019,2020,"$15,000 to $29,999",871
92019,2020,"$30,000 to $44,999",952
92019,2020,"$45,000 to $59,999",1405
92019,2020,"$60,000 to $74,999",1144
92019,2020,"$75,000 to $99,999",2045
92019,2020,"$100,000 to $124,999",1536
92019,2020,"$125,000 to $149,999",1121
92019,2020,"$150,000 to $199,999",1428
92019,2020,"$200,000 or more",3392
92019,2021,"Less than $15,000",1082
92019,2021,"$15,000 to $29,999",844
92019,2021,"$30,000 to $44,999",1186
92019,2021,"$45,000 to $59,999",1264
92019,2021,"$60,000 to $74,999",1165
92019,2021,"$75,000 to $99,999",1946
92019,2021,"$100,000 to $124,999",1735
92019,2021,"$125,000 to $149,999",1014
92019,2021,"$150,000 to $199,999",1633
92019,2021,"$200,000 or more",3201
92019,2022,"Less than $15,000",785
92019,2022,"$15,000 to $29,999",854
92019,2022,"$30,000 to $44,999",1302
92019,2022,"$45,000 to $59,999",1507
92019,2022,"$60,000 to $74,999",1139
92019,2022,"$75,000 to $99,999",1913
92019,2022,"$100,000 to $124,999",1643
92019,2022,"$125,000 to $149,999",1008
92019,2022,"$150,000 to $199,999",1687
92019,2022,"$200,000 or more",3291
92020,2020,"Less than $15,000",2103
92020,2020,"$15,000 to $29,999",2424
92020,2020,"$30,000 to $44,999",2258
92020,2020,"$45,000 to $59,999",2095
92020,2020,"$60,000 to $74,999",1929
92020,2020,"$75,000 to $99,999",2607
92020,2020,"$100,000 to $124,999",1853
92020,2020,"$125,000 to $149,999",1401
92020,2020,"$150,000 to $199,999",1588
92020,2020,"$200,000 or more",2419
92020,2021,"Less than $15,000",2242
92020,2021,"$15,000 to $29,999",2524
92020,2021,"$30,000 to $44,999",2635
92020,2021,"$45,000 to $59,999",1883
92020,2021,"$60,000 to $74,999",1878
92020,2021,"$75,000 to $99,999",2418
92020,2021,"$100,000 to $124,999",2065
92020,2021,"$125,000 to $149,999",1341
92020,2021,"$150,000 to $199,999",1506
92020,2021,"$200,000 or more",2315
92020,2022,"Less than $15,000",1668
92020,2022,"$15,000 to $29,999",2639
92020,2022,"$30,000 to $44,999",2906
92020,2022,"$45,000 to $59,999",2224
92020,2022,"$60,000 to $74,999",1857
92020,2022,"$75,000 to $99,999",2401
92020,2022,"$100,000 to $124,999",1934
92020,2022,"$125,000 to $149,999",1319
92020,2022,"$150,000 to $199,999",1553
92020,2022,"$200,000 or more",2361
92021,2020,"Less than $15,000",2401
92021,2020,"$15,000 to $29,999",3016
92021,2020,"$30,000 to $44,999",2395
92021,2020,"$45,000 to $59,999",2198
92021,2020,"$60,000 to $74,999",1822
92021,2020,"$75,000 to $99,999",2981
92021,2020,"$100,000 to $124,999",2314
92021,2020,"$125,000 to $149,999",1679
92021,2020,"$150,000 to $199,999",1892
92021,2020,"$200,000 or more",2580
92021,2021,"Less than $15,000",2296
92021,2021,"$15,000 to $29,999",3035
92021,2021,"$30,000 to $44,999",2498
92021,2021,"$45,000 to $59,999",2248
92021,2021,"$60,000 to $74,999",2104
92021,2021,"$75,000 to $99,999",3244
92021,2021,"$100,000 to $124,999",1977
92021,2021,"$125,000 to $149,999",1740
92021,2021,"$150,000 to $199,999",2041
92021,2021,"$200,000 or more",2385
92021,2022,"Less than $15,000",1730
92021,2022,"$15,000 to $29,999",3174
92021,2022,"$30,000 to $44,999",2768
92021,2022,"$45,000 to $59,999",2682
92021,2022,"$60,000 to $74,999",2072
92021,2022,"$75,000 to $99,999",3220
92021,2022,"$100,000 to $124,999",1886
92021,2022,"$125,000 to $149,999",1706
92021,2022,"$150,000 to $199,999",2112
92021,2022,"$200,000 or more",2457
92024,2020,"Less than $15,000",817
92024,2020,"$15,000 to $29,999",848
92024,2020,"$30,000 to $44,999",833
92024,2020,"$45,000 to $59,999",1094
92024,2020,"$60,000 to $74,999",1122
92024,2020,"$75,000 to $99,999",1790
92024,2020,"$100,000 to $124,999",1797
92024,2020,"$125,000 to $149,999",1817
92024,2020,"$150,000 to $199,999",3246
92024,2020,"$200,000 or more",8157
92024,2021,"Less than $15,000",1072
92024,2021,"$15,000 to $29,999",847
92024,2021,"$30,000 to $44,999",994
92024,2021,"$45,000 to $59,999",911
92024,2021,"$60,000 to $74,999",1079
92024,2021,"$75,000 to $99,999",2019
92024,2021,"$100,000 to $124,999",1988
92024,2021,"$125,000 to $149,999",1627
92024,2021,"$150,000 to $199,999",3016
92024,2021,"$200,000 or more",7812
92024,2022,"Less than $15,000",662
92024,2022,"$15,000 to $29,999",805
92024,2022,"$30,000 to $44,999",1146
92024,2022,"$45,000 to $59,999",1248
92024,2022,"$60,000 to $74,999",1054
92024,2022,"$75,000 to $99,999",2002
92024,2022,"$100,000 to $124,999",1877
92024,2022,"$125,000 to $149,999",1614
92024,2022,"$150,000 to $199,999",3111
92024,2022,"$200,000 or more",8072
92025,2020,"Less than $15,000",1843
92025,2020,"$15,000 to $29,999",1997
92025,2020,"$30,000 to $44,999",1358
92025,2020,"$45,000 to $59,999",1528
92025,2020,"$60,000 to $74,999",1314
92025,2020,"$75,000 to $99,999",1782
92025,2020,"$100,000 to $124,999",1067
92025,2020,"$125,000 to $149,999",845
92025,2020,"$150,000 to $199,999",1719
92025,2020,"$200,000 or more",1793
92025,2021,"Less than $15,000",1956
92025,2021,"$15,000 to $29,999",2227
92025,2021,"$30,000 to $44,999",1553
92025,2021,"$45,000 to $59,999",1438
92025,2021,"$60,000 to $74,999",1395
92025,2021,"$75,000 to $99,999",1524
92025,2021,"$100,000 to $124,999",1230
92025,2021,"$125,000 to $149,999",827
92025,2021,"$150,000 to $199,999",1393
92025,2021,"$200,000 or more",1934
92025,2022,"Less than $15,000",1464
92025,2022,"$15,000 to $29,999",2309
92025,2022,"$30,000 to $44,999",1665
92025,2022,"$45,000 to $59,999",1723
92025,2022,"$60,000 to $74,999",1385
92025,2022,"$75,000 to $99,999",1530
92025,2022,"$100,000 to $124,999",1195
92025,2022,"$125,000 to $149,999",814
92025,2022,"$150,000 to $199,999",1453
92025,2022,"$200,000 or more",1974
92026,2020,"Less than $15,000",1261
92026,2020,"$15,000 to $29,999",1916
92026,2020,"$30,000 to $44,999",1437
92026,2020,"$45,000 to $59,999",1671
92026,2020,"$60,000 to $74,999",1593
92026,2020,"$75,000 to $99,999",2412
92026,2020,"$100,000 to $124,999",1915
92026,2020,"$125,000 to $149,999",1317
92026,2020,"$150,000 to $199,999",2270
92026,2020,"$200,000 or more",2433
92026,2021,"Less than $15,000",1561
92026,2021,"$15,000 to $29,999",1509
92026,2021,"$30,000 to $44,999",1671
92026,2021,"$45,000 to $59,999",1348
92026,2021,"$60,000 to $74,999",1579
92026,2021,"$75,000 to $99,999",2406
92026,2021,"$100,000 to $124,999",2173
92026,2021,"$125,000 to $149,999",1458
92026,2021,"$150,000 to $199,999",2219
92026,2021,"$200,000 or more",2456
92026,2022,"Less than $15,000",1167
92026,2022,"$15,000 to $29,999",1522
92026,2022,"$30,000 to $44,999",1838
92026,2022,"$45,000 to $59,999",1630
92026,2022,"$60,000 to $74,999",1563
92026,2022,"$75,000 to $99,999",2400
92026,2022,"$100,000 to $124,999",2098
92026,2022,"$125,000 to $149,999",1446
92026,2022,"$150,000 to $199,999",2333
92026,2022,"$200,000 or more",2534
92027,2020,"Less than $15,000",1380
92027,2020,"$15,000 to $29,999",1521
92027,2020,"$30,000 to $44,999",1536
92027,2020,"$45,000 to $59,999",1604
92027,2020,"$60,000 to $74,999",1618
92027,2020,"$75,000 to $99,999",2081
92027,2020,"$100,000 to $124,999",1788
92027,2020,"$125,000 to $149,999",1145
92027,2020,"$150,000 to $199,999",2400
92027,2020,"$200,000 or more",1570
92027,2021,"Less than $15,000",1734
92027,2021,"$15,000 to $29,999",1473
92027,2021,"$30,000 to $44,999",1417
92027,2021,"$45,000 to $59,999",1469
92027,2021,"$60,000 to $74,999",1625
92027,2021,"$75,000 to $99,999",2224
92027,2021,"$100,000 to $124,999",1961
92027,2021,"$125,000 to $149,999",1396
92027,2021,"$150,000 to $199,999",1798
92027,2021,"$200,000 or more",1707
92027,2022,"Less than $15,000",1292
92027,2022,"$15,000 to $29,999",1519
92027,2022,"$30,000 to $44,999",1553
92027,2022,"$45,000 to $59,999",1747
92027,2022,"$60,000 to $74,999",1600
92027,2022,"$75,000 to $99,999",2218
92027,2022,"$100,000 to $124,999",1872
92027,2022,"$125,000 to $149,999",1372
92027,2022,"$150,000 to $199,999",1864
92027,2022,"$200,000 or more",1793
92028,2020,"Less than $15,000",706
92028,2020,"$15,000 to $29,999",1565
92028,2020,"$30,000 to $44,999",1566
92028,2020,"$45,000 to $59,999",1237
92028,2020,"$60,000 to $74,999",1360
92028,2020,"$75,000 to $99,999",2450
92028,2020,"$100,000 to $124,999",1672
92028,2020,"$125,000 to $149,999",1268
92028,2020,"$150,000 to $199,999",2121
92028,2020,"$200,000 or more",2765
92028,2021,"Less than $15,000",930
92028,2021,"$15,000 to $29,999",1395
92028,2021,"$30,000 to $44,999",1826
92028,2021,"$45,000 to $59,999",1091
92028,2021,"$60,000 to $74,999",1448
92028,2021,"$75,000 to $99,999",2134
92028,2021,"$100,000 to $124,999",2085
92028,2021,"$125,000 to $149,999",1449
92028,2021,"$150,000 to $199,999",2101
92028,2021,"$200,000 or more",2802
92028,2022,"Less than $15,000",657
92028,2022,"$15,000 to $29,999",1413
92028,2022,"$30,000 to $44,999",1972
92028,2022,"$45,000 to $59,999",1316
92028,2022,"$60,000 to $74,999",1416
92028,2022,"$75,000 to $99,999",2148
92028,2022,"$100,000 to $124,999",2029
92028,2022,"$125,000 to $149,999",1425
92028,2022,"$150,000 to $199,999",2177
92028,2022,"$200,000 or more",2934
92029,2020,"Less than $15,000",474
92029,2020,"$15,000 to $29,999",587
92029,2020,"$30,000 to $44,999",316
92029,2020,"$45,000 to $59,999",445
92029,2020,"$60,000 to $74,999",690
92029,2020,"$75,000 to $99,999",856
92029,2020,"$100,000 to $124,999",614
92029,2020,"$125,000 to $149,999",586
92029,2020,"$150,000 to $199,999",878
92029,2020,"$200,000 or more",2131
92029,2021,"Less than $15,000",508
92029,2021,"$15,000 to $29,999",663
92029,2021,"$30,000 to $44,999",449
92029,2021,"$45,000 to $59,999",487
92029,2021,"$60,000 to $74,999",583
92029,2021,"$75,000 to $99,999",1068
92029,2021,"$100,000 to $124,999",614
92029,2021,"$125,000 to $149,999",645
92029,2021,"$150,000 to $199,999",753
92029,2021,"$200,000 or more",2024
92029,2022,"Less than $15,000",352
92029,2022,"$15,000 to $29,999",660
92029,2022,"$30,000 to $44,999",526
92029,2022,"$45,000 to $59,999",622
92029,2022,"$60,000 to $74,999",571
92029,2022,"$75,000 to $99,999",1051
92029,2022,"$100,000 to $124,999",578
92029,2022,"$125,000 to $149,999",632
92029,2022,"$150,000 to $199,999",786
92029,2022,"$200,000 or more",2099
92036,2020,"Less than $15,000",65
92036,2020,"$15,000 to $29,999",164
92036,2020,"$30,000 to $44,999",61
92036,2020,"$45,000 to $59,999",199
92036,2020,"$60,000 to $74,999",421
92036,2020,"$75,000 to $99,999",241
92036,2020,"$100,000 to $124,999",49
92036,2020,"$125,000 to $149,999",22
92036,2020,"$150,000 to $199,999",57
92036,2020,"$200,000 or more",62
92036,2021,"Less than $15,000",87
92036,2021,"$15,000 to $29,999",188
92036,2021,"$30,000 to $44,999",91
92036,2021,"$45,000 to $59,999",143
92036,2021,"$60,000 to $74,999",316
92036,2021,"$75,000 to $99,999",246
92036,2021,"$100,000 to $124,999",135
92036,2021,"$125,000 to $149,999",50
92036,2021,"$150,000 to $199,999",24
92036,2021,"$200,000 or more",61
92036,2022,"Less than $15,000",83
92036,2022,"$15,000 to $29,999",190
92036,2022,"$30,000 to $44,999",88
92036,2022,"$45,000 to $59,999",147
92036,2022,"$60,000 to $74,999",316
92036,2022,"$75,000 to $99,999",246
92036,2022,"$100,000 to $124,999",137
92036,2022,"$125,000 to $149,999",49
92036,2022,"$150,000 to $199,999",25
92036,2022,"$200,000 or more",61
92037,2020,"Less than $15,000",951
92037,2020,"$15,000 to $29,999",831
92037,2020,"$30,000 to $44,999",796
92037,2020,"$45,000 to $59,999",932
92037,2020,"$60,000 to $74,999",1106
92037,2020,"$75,000 to $99,999",1329
92037,2020,"$100,000 to $124,999",1296
92037,2020,"$125,000 to $149,999",1335
92037,2020,"$150,000 to $199,999",2084
92037,2020,"$200,000 or more",6532
92037,2021,"Less than $15,000",986
92037,2021,"$15,000 to $29,999",841
92037,2021,"$30,000 to $44,999",1089
92037,2021,"$45,000 to $59,999",734
92037,2021,"$60,000 to $74,999",1124
92037,2021,"$75,000 to $99,999",1617
92037,2021,"$100,000 to $124,999",1171
92037,2021,"$125,000 to $149,999",1391
92037,2021,"$150,000 to $199,999",1928
92037,2021,"$200,000 or more",6119
92037,2022,"Less than $15,000",674
92037,2022,"$15,000 to $29,999",830
92037,2022,"$30,000 to $44,999",1202
92037,2022,"$45,000 to $59,999",955
92037,2022,"$60,000 to $74,999",1094
92037,2022,"$75,000 to $99,999",1586
92037,2022,"$100,000 to $124,999",1106
92037,2022,"$125,000 to $149,999",1348
92037,2022,"$150,000 to $199,999",1964
92037,2022,"$200,000 or more",6266
92040,2020,"Less than $15,000",810
92040,2020,"$15,000 to $29,999",1200
92040,2020,"$30,000 to $44,999",1055
92040,2020,"$45,000 to $59,999",1354
92040,2020,"$60,000 to $74,999",1399
92040,2020,"$75,000 to $99,999",2027
92040,2020,"$100,000 to $124,999",1804
92040,2020,"$125,000 to $149,999",1259
92040,2020,"$150,000 to $199,999",2024
92040,2020,"$200,000 or more",2110
92040,2021,"Less than $15,000",890
92040,2021,"$15,000 to $29,999",1170
92040,2021,"$30,000 to $44,999",1355
92040,2021,"$45,000 to $59,999",1188
92040,2021,"$60,000 to $74,999",1343
92040,2021,"$75,000 to $99,999",2021
92040,2021,"$100,000 to $124,999",1755
92040,2021,"$125,000 to $149,999",1423
92040,2021,"$150,000 to $199,999",2122
92040,2021,"$200,000 or more",2142
92040,2022,"Less than $15,000",628
92040,2022,"$15,000 to $29,999",1192
92040,2022,"$30,000 to $44,999",1473
92040,2022,"$45,000 to $59,999",1403
92040,2022,"$60,000 to $74,999",1309
92040,2022,"$75,000 to $99,999",2003
92040,2022,"$100,000 to $124,999",1671
92040,2022,"$125,000 to $149,999",1388
92040,2022,"$150,000 to $199,999",2205
92040,2022,"$200,000 or more",2201
92054,2020,"Less than $15,000",1116
92054,2020,"$15,000 to $29,999",1904
92054,2020,"$30,000 to $44,999",1610
92054,2020,"$45,000 to $59,999",1536
92054,2020,"$60,000 to $74,999",1519
92054,2020,"$75,000 to $99,999",1848
92054,2020,"$100,000 to $124,999",1527
92054,2020,"$125,000 to $149,999",1022
92054,2020,"$150,000 to $199,999",1208
92054,2020,"$200,000 or more",1883
92054,2021,"Less than $15,000",1037
92054,2021,"$15,000 to $29,999",2108
92054,2021,"$30,000 to $44,999",1780
92054,2021,"$45,000 to $59,999",1591
92054,2021,"$60,000 to $74,999",1671
92054,2021,"$75,000 to $99,999",1681
92054,2021,"$100,000 to $124,999",1489
92054,2021,"$125,000 to $149,999",1040
92054,2021,"$150,000 to $199,999",1163
92054,2021,"$200,000 or more",1902
92054,2022,"Less than $15,000",764
92054,2022,"$15,000 to $29,999",2154
92054,2022,"$30,000 to $44,999",1905
92054,2022,"$45,000 to $59,999",1867
92054,2022,"$60,000 to $74,999",1635
92054,2022,"$75,000 to $99,999",1667
92054,2022,"$100,000 to $124,999",1452
92054,2022,"$125,000 to $149,999",1025
92054,2022,"$150,000 to $199,999",1191
92054,2022,"$200,000 or more",1922
92055,2020,"Less than $15,000",172
92055,2020,"$15,000 to $29,999",703
92055,2020,"$30,000 to $44,999",1135
92055,2020,"$45,000 to $59,999",906
92055,2020,"$60,000 to $74,999",700
92055,2020,"$75,000 to $99,999",1057
92055,2020,"$100,000 to $124,999",452
92055,2020,"$125,000 to $149,999",347
92055,2020,"$150,000 to $199,999",112
92055,2020,"$200,000 or more",19
92055,2021,"Less than $15,000",361
92055,2021,"$15,000 to $29,999",803
92055,2021,"$30,000 to $44,999",927
92055,2021,"$45,000 to $59,999",792
92055,2021,"$60,000 to $74,999",760
92055,2021,"$75,000 to $99,999",980
92055,2021,"$100,000 to $124,999",446
92055,2021,"$125,000 to $149,999",430
92055,2021,"$150,000 to $199,999",182
92055,2021,"$200,000 or more",46
92055,2022,"Less than $15,000",266
92055,2022,"$15,000 to $29,999",819
92055,2022,"$30,000 to $44,999",998
92055,2022,"$45,000 to $59,999",909
92055,2022,"$60,000 to $74,999",736
92055,2022,"$75,000 to $99,999",955
92055,2022,"$100,000 to $124,999",415
92055,2022,"$125,000 to $149,999",411
92055,2022,"$150,000 to $199,999",182
92055,2022,"$200,000 or more",47
